5, 2053, m, 2059, f, 2004, m, 2005, f, 2053 2047 2045 2005 2004 2006 2823 2824 2059 , m2053 m2047 (m2045) f2005 m2004 (m2006) m2823 m2824 f2059 , FFDHFSSD, 2053 2059, 2004 2005, G1, 1, G-2, 1, 4, 4
2097, 4898, m, 4899, f, 4855, m, 4856, f, 4898 4100 4856 4855 3164 4899 , m4898 (m4100) f4856 m4855 (f3164) f4899 , FDHMD, 4898 4899, 4855 4856, G0, 1, G0, 1, 3, 2
2097, 4898, m, 4899, f, 4855, m, 4856, f, 4898 4100 4856 4855 3164 4899 , m4898 (m4100) f4856 m4855 (f3164) f4899 , FDHMD, 4898 4899, 4855 4856, G0, 1, G0, 1, 3, 2
2098, 4898, m, 4899, f, 4855, m, 4856, f, 4898 4101 4856 4855 3164 4899 , m4898 (f4101) f4856 m4855 (f3164) f4899 , MDHMD, 4898 4899, 4855 4856, G0, 1, G0, 1, 3, 2
2098, 4898, m, 4899, f, 4855, m, 4856, f, 4898 4101 4856 4855 3164 4899 , m4898 (f4101) f4856 m4855 (f3164) f4899 , MDHMD, 4898 4899, 4855 4856, G0, 1, G0, 1, 3, 2
2099, 6054, m, 6055, f, 7031, m, 4994, f, 6054 4066 7032 7031 4994 5003 8275 6056 6055 , m6054 f4066 (m7032) m7031 f4994 f5003 (m8275) m6056 f6055 , MFSWMFSD, 6054 6055, 4994 7031, G1, 1, G0, 2, 4, 4
2099, 6054, m, 6055, f, 7031, m, 4994, f, 6054 4066 7032 7031 4994 5003 8275 6056 6055 , m6054 f4066 (m7032) m7031 f4994 f5003 (m8275) m6056 f6055 , MFSWMFSD, 6054 6055, 4994 7031, G1, 1, G0, 2, 4, 4
2100, 6054, m, 6055, f, 7031, m, 4994, f, 6054 4066 7033 7031 4994 5003 8275 6056 6055 , m6054 f4066 (f7033) m7031 f4994 f5003 (m8275) m6056 f6055 , MMSWMFSD, 6054 6055, 4994 7031, G1, 1, G0, 2, 4, 4
2100, 6054, m, 6055, f, 7031, m, 4994, f, 6054 4066 7033 7031 4994 5003 8275 6056 6055 , m6054 f4066 (f7033) m7031 f4994 f5003 (m8275) m6056 f6055 , MMSWMFSD, 6054 6055, 4994 7031, G1, 1, G0, 2, 4, 4
2101, 6054, m, 6055, f, 7031, m, 4994, f, 6054 4066 7032 7031 4994 5003 8276 6056 6055 , m6054 f4066 (m7032) m7031 f4994 f5003 (f8276) m6056 f6055 , MFSWMMSD, 6054 6055, 4994 7031, G1, 1, G0, 2, 4, 4
2101, 6054, m, 6055, f, 7031, m, 4994, f, 6054 4066 7032 7031 4994 5003 8276 6056 6055 , m6054 f4066 (m7032) m7031 f4994 f5003 (f8276) m6056 f6055 , MFSWMMSD, 6054 6055, 4994 7031, G1, 1, G0, 2, 4, 4
2102, 6054, m, 6055, f, 7031, m, 4994, f, 6054 4066 7033 7031 4994 5003 8276 6056 6055 , m6054 f4066 (f7033) m7031 f4994 f5003 (f8276) m6056 f6055 , MMSWMMSD, 6054 6055, 4994 7031, G1, 1, G0, 2, 4, 4
2102, 6054, m, 6055, f, 7031, m, 4994, f, 6054 4066 7033 7031 4994 5003 8276 6056 6055 , m6054 f4066 (f7033) m7031 f4994 f5003 (f8276) m6056 f6055 , MMSWMMSD, 6054 6055, 4994 7031, G1, 1, G0, 2, 4, 4
2103, 6191, m, 6194, f, 5047, m, 6484, f, 6191 6192 5047 6484 6195 6194 , m6191 (m6192) m5047 f6484 (m6195) f6194 , FSWFD, 6191 6194, 5047 6484, G0, 1, G0, 1, 3, 2
2103, 6191, m, 6194, f, 5047, m, 6484, f, 6191 6192 5047 6484 6195 6194 , m6191 (m6192) m5047 f6484 (m6195) f6194 , FSWFD, 6191 6194, 5047 6484, G0, 1, G0, 1, 3, 2
2104, 6191, m, 6194, f, 5047, m, 6484, f, 6191 6192 5047 6484 6196 6194 , m6191 (m6192) m5047 f6484 (f6196) f6194 , FSWMD, 6191 6194, 5047 6484, G0, 1, G0, 1, 3, 2
2104, 6191, m, 6194, f, 5047, m, 6484, f, 6191 6192 5047 6484 6196 6194 , m6191 (m6192) m5047 f6484 (f6196) f6194 , FSWMD, 6191 6194, 5047 6484, G0, 1, G0, 1, 3, 2
2105, 6191, m, 6194, f, 5047, m, 6484, f, 6191 6193 5047 6484 6195 6194 , m6191 (f6193) m5047 f6484 (m6195) f6194 , MSWFD, 6191 6194, 5047 6484, G0, 1, G0, 1, 3, 2
2105, 6191, m, 6194, f, 5047, m, 6484, f, 6191 6193 5047 6484 6195 6194 , m6191 (f6193) m5047 f6484 (m6195) f6194 , MSWFD, 6191 6194, 5047 6484, G0, 1, G0, 1, 3, 2
2106, 6191, m, 6194, f, 5047, m, 6484, f, 6191 6193 5047 6484 6196 6194 , m6191 (f6193) m5047 f6484 (f6196) f6194 , MSWMD, 6191 6194, 5047 6484, G0, 1, G0, 1, 3, 2
2106, 6191, m, 6194, f, 5047, m, 6484, f, 6191 6193 5047 6484 6196 6194 , m6191 (f6193) m5047 f6484 (f6196) f6194 , MSWMD, 6191 6194, 5047 6484, G0, 1, G0, 1, 3, 2
2107, 5047, m, 6484, f, 8311, m, 6196, f, 5047 6192 7301 8311 6196 6484 , m5047 m6192 (m7301) m8311 (f6196) f6484 , FFSWD, 5047 6484, 6196 8311, G1, 1, G-1, 0, 4, 1
2107, 5047, m, 6484, f, 8311, m, 6196, f, 5047 6192 7301 8311 6196 6484 , m5047 m6192 (m7301) m8311 (f6196) f6484 , FFSWD, 5047 6484, 6196 8311, G1, 1, G-1, 0, 4, 1
2108, 5047, m, 6484, f, 8311, m, 6196, f, 5047 6192 7302 8311 6196 6484 , m5047 m6192 (f7302) m8311 (f6196) f6484 , FMSWD, 5047 6484, 6196 8311, G1, 1, G-1, 0, 4, 1
2108, 5047, m, 6484, f, 8311, m, 6196, f, 5047 6192 7302 8311 6196 6484 , m5047 m6192 (f7302) m8311 (f6196) f6484 , FMSWD, 5047 6484, 6196 8311, G1, 1, G-1, 0, 4, 1
2109, 6205, m, 8357, f, 5077, m, 6700, f, 6205 7858 6700 5077 6570 8357 , m6205 (m7858) f6700 m5077 (m6570) f8357 , FDHFD, 6205 8357, 5077 6700, G0, 1, G0, 1, 3, 2
2110, 6205, m, 8357, f, 5077, m, 6700, f, 6205 7859 6700 5077 6570 8357 , m6205 (f7859) f6700 m5077 (m6570) f8357 , MDHFD, 6205 8357, 5077 6700, G0, 1, G0, 1, 3, 2
2111, 6205, m, 8357, f, 5077, m, 6700, f, 6205 7858 6700 5077 6571 8357 , m6205 (m7858) f6700 m5077 (f6571) f8357 , FDHMD, 6205 8357, 5077 6700, G0, 1, G0, 1, 3, 2
2112, 6205, m, 8357, f, 5077, m, 6700, f, 6205 7859 6700 5077 6571 8357 , m6205 (f7859) f6700 m5077 (f6571) f8357 , MDHMD, 6205 8357, 5077 6700, G0, 1, G0, 1, 3, 2
2113, 6191, m, 6194, f, 8311, m, 6196, f, 6191 6192 7301 8311 6196 6194 , m6191 m6192 (m7301) m8311 (f6196) f6194 , FFSWD, 6191 6194, 6196 8311, G1, 1, G-1, 0, 4, 1
2113, 6191, m, 6194, f, 8311, m, 6196, f, 6191 6192 7301 8311 6196 6194 , m6191 m6192 (m7301) m8311 (f6196) f6194 , FFSWD, 6191 6194, 6196 8311, G1, 1, G-1, 0, 4, 1
2114, 6191, m, 6194, f, 8311, m, 6196, f, 6191 6192 7302 8311 6196 6194 , m6191 m6192 (f7302) m8311 (f6196) f6194 , FMSWD, 6191 6194, 6196 8311, G1, 1, G-1, 0, 4, 1
2114, 6191, m, 6194, f, 8311, m, 6196, f, 6191 6192 7302 8311 6196 6194 , m6191 m6192 (f7302) m8311 (f6196) f6194 , FMSWD, 6191 6194, 6196 8311, G1, 1, G-1, 0, 4, 1
2115, 6737, m, 6740, f, 6471, m, 6472, f, 6737 6738 3342 6471 6472 6474 6645 6741 6740 , m6737 (m6738) f3342 m6471 f6472 f6474 (m6645) m6741 f6740 , FDSWMFSD, 6737 6740, 6471 6472, G-1, 1, G0, 2, 4, 4
2116, 6737, m, 6740, f, 6471, m, 6472, f, 6737 6738 3342 6471 6472 6474 6646 6741 6740 , m6737 (m6738) f3342 m6471 f6472 f6474 (f6646) m6741 f6740 , FDSWMMSD, 6737 6740, 6471 6472, G-1, 1, G0, 2, 4, 4
2117, 6737, m, 6740, f, 6471, m, 6472, f, 6737 6739 3342 6471 6472 6474 6645 6741 6740 , m6737 (f6739) f3342 m6471 f6472 f6474 (m6645) m6741 f6740 , MDSWMFSD, 6737 6740, 6471 6472, G-1, 1, G0, 2, 4, 4
2118, 6737, m, 6740, f, 6471, m, 6472, f, 6737 6739 3342 6471 6472 6474 6646 6741 6740 , m6737 (f6739) f3342 m6471 f6472 f6474 (f6646) m6741 f6740 , MDSWMMSD, 6737 6740, 6471 6472, G-1, 1, G0, 2, 4, 4
